OBJECTID,COM,NOMBRE,DIRECCION,REGION,PROVINCIA,SUPERFICIE,PROPIEDAD_,DETALLE_PR,ROL,USO_AREA_V,DETALLE_US,AGNO_APERT,COSTO_CONS,FUENTE_FIN,DETALLE_FU,ADMINISTRA,DETALLE_AD,COSTO_ANUA,SUMINISTRO,DETALLE_RI,CONEXION_R,BAÑOS_ASI,BAÑOS_TRA,NIVEL_CONS,TIPO_ACCES,COSTO_INGR,JUEGOS_INF,CANCHA_FUT,MULTICANCH,MAQUINAS_E,ZONA_PICNI,OTROS_EQUI,ESTACIONAM,BAÑO_DISC,RUTA_ACCES,JUEGOS_ACC,OBSERVACIO,Programa,Shape_Length,Shape_Area
804,Lonquimay,PLAZA LONQUIMAY, ,9,91,13224.22593433, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,460.470427966105,13224.2259343289
805,Victoria,PLAZA JOSÉ MANUEL BALMACEDA, ,9,92,11307.3720453, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,415.280836556677,11307.3720453008
806,Victoria,PLAZA ANIBAL PINTO, ,9,92,6107.33884393, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,381.80864056329,6107.338843931
807,Angol,PLAZA SIETE FUNDACIONES, ,9,92,10777.68769891, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,405.323133865313,10777.6876989082
808,La Unión,PLAZA DE LA CONCORDIA, ,14,142,13707.46398538, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,468.402708596073,13707.4639853794
809,Ercilla,PLAZA DE ARMAS DE ERCILLA,CALLE CAUPOLICAN CON COLO-COLO,9,92,11177.60390043, ,NO HAY REGISTRO,NO HAY REGISTRO,No,NO HAY REGISTRO,0,0,NO CUENTA CON FINANCIAMIENTO / NO HAY REGISTROS,NO HAY REGISTRO,NO HAY REGISTRO,NO HAY REGISTRO,0, ,NO HAY REGISTRO,No,NO HAY,NO HAY, , ,0, , ,No,No,No,NO HAY REGISTRO,No,No,No,No,NO HAY REGISTRO,Parques Urbanos,422.990739968879,11177.6039004339
810,Los Andes,PARQUE URBANO CERRO LA VIRGEN,PASCUAL BABURIZZA S/N,5,53,433284.49787127,MUNICIPAL,-,-,Sí,-,0,0,NO CUENTA CON FINANCIAMIENTO,-,MUNICIPAL,-,0, ,-,No,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,No,No,No,No,No,-,No,No,No, , ,Parques Urbanos,4162.52892094325,433284.497871269
811,Alto Hospicio,PARQUE ALTOS DEL SUR,CALLE ALTOS DEL SUR,1,11,15588.83247172,MUNICIPAL, ,No hay Registro,No,MIXTO,2016,0,MINVU, ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,Sí,No,Sí,Sí,--,No,No,Sí,No,"NO SE PUEDE OBTENER EL COSTO DE CONSTRUCCION NI MANTENCION, YA QUE FUE CONSTRUIDO POR UNA EMPRESA PRIVADA Y SOLO SE ENCUENTRA ABIERTO AL PUBLICO UN TERCIO DE SU EXTENSIÓN TOTAL",Parques Urbanos,1090.56652656244,15588.8324717239
812,Alto Hospicio,PARQUE LAS AMÉRICAS,AVENIDA LAS AMÉRICAS / UNIÓN EUROPEA,1,11,13594.57937605,MUNICIPAL, ,No hay Registro,Sí, ,2009,350000000,GORE, ,MUNICIPAL, ,15000000,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,Sí,Sí,No,SKATEPARK,No,No,No,Sí, ,Parques Urbanos,1421.23019032605,13594.5793760507
813,Antofagasta,PLAZA COLÓN,CALLE ARTURO PRAT CON CALLE SAN MARTÍN,2,21,10320.69105193,B.N.U.P, ,0,Sí, ,1868,0,GORE, ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,CONSTRUIDOS,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,No,No,"QUIOSCO,ODEÓN",Sí,No,Sí,No, ,Parques Urbanos,491.059179203901,10320.6910519253
814,Mejillones,PASEO ANDALICAN,AVENIDA ANDALICAN ENTRE AVENIDA O'HIGGINS Y CALLE SERRANO,2,21,5276.13025962,B.N.U.P, ,sin registro,No,ZE3 ESPACIO PÚBLICO DE PLAZAS,2007,319000000,GORE, ,MUNICIPAL, ,421830,CAMION ALJIBE, ,No,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No, ,No,No,No,No, ,Parques Urbanos,1036.08885850611,5276.13025962157
815,Mejillones,PLAZA DE ARMAS,CALLE LATORRE ENTRE CALLE LAS HERAS Y CALLE BORGOÑO,2,21,7972.98030403,B.N.U.P, ,sin registro,Sí, ,2010,1300000000,GORE, ,MUNICIPAL, ,1800000,MEDIDOR AGUA POTABLE, ,Sí,CONSTRUIDOS,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,No,No, ,No,Sí,Sí,No, ,Parques Urbanos,704.403259073659,7972.98030403454
816,Calama,PARQUE BORDE RIO ETAPA 1 TRAMO SAN RAFAEL,AVDA BALMACEDA S/N,2,22,28695.97073765,MIXTO,BNUP- MUNICIPAL, ,No,SIN OCUPACION,2018,0,OTRO,CODELCO,MUNICIPAL, ,0,MIXTO,AGUA POTABLE Y CANAL,Sí,PORTATILES,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0,No,No,No,No,No,SI,Sí,Sí,Sí,Sí, ,Parques Urbanos,2057.88797427427,28695.9707376459
817,Calama,PARQUE 21 DE MAYO 2DA ETAPA, ,2,22,10473.73882106, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,633.708220682203,10473.7388210598
818,Calama,PARQUE GRANADEROS,AVENIDA GRANADEROS S/N,2,22,26858.95415013, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,2940.64470430781,26858.9541501259
819,Tocopilla,PASEO 18 DE SEPTIEMBRE,AVENIDA 18 DE SEPTIEMBRE,2,23,12677.05779824,B.N.U.P,NO,--,Sí, ,1985,0,MUNICIPAL, ,MUNICIPAL, ,9213939,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,No,No,NO,No,No,Sí,No, ,Parques Urbanos,2449.53272226462,12677.0577982373
820,Copiapó,KAUKARI,AV. COPAYAPU,3,31,33002.85407911,SERVIU, , ,Sí, ,2014,0,MINVU, ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,No,No,"CICLOVÍAS, FUENTE DE AGUA",Sí,Sí, , , ,Parques Urbanos,1044.81423275799,33002.8540791067
821,Caldera,PLAZA CARLOS CONDELL,COUSIÑO-CARVALLO,3,31,9584.62576395,MUNICIPAL, , ,Sí, ,2004,0,GORE, ,MUNICIPAL, ,38760000,MEDIDOR AGUA POTABLE, ,Sí,CONSTRUIDOS,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,No,No,KIOSKOS,No,No,Sí,Sí, ,Parques Urbanos,392.033393233905,9584.62576394879
822,Caldera,PARQUE MONSEÑOR ARIZTÍA, ,3,31,49079.28592697,B.N.U.P, , ,Sí, ,2017,3700000000,MINVU, ,MUNICIPAL, ,35000000,MEDIDOR AGUA POTABLE, ,Sí,CONSTRUIDOS,PORTATILES,CONSOLIDADO,GRATUITO,0,Sí,No,Sí,Sí,No,"SKATEPARK, CICLOVÍAS",Sí,No,Sí,Sí, ,Parques Urbanos,7014.07214145009,49079.2859269681
823,Copiapó,PARQUE ELEUTERIO RAMIREZ,AV. EL CHAÑAR,3,31,8810.01165555,B.N.U.P, , ,No,"Z B MIXTA VIVIENDA, EQUIPAMIENTO, ,",1995,0,MUNICIPAL, ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,Sí,No,Sí,Sí, ,No,No,No,No, ,Parques Urbanos,1007.91715891262,8810.01165555432
824,Ovalle,VILLA LOS PIMIENTOS (COSTANERA), ,4,43,8648.28540291, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1115.09493663123,8648.28540290577
825,La Serena,PARQUE 18 DE SEPTIEMBRE, ,4,41,45979.57365944,MUNICIPAL, , ,Sí, ,2008,0,GORE, ,MUNICIPAL, ,80240952,MEDIDOR AGUA POTABLE, ,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0,Sí,Sí,Sí,Sí,Sí, ,No,No,Sí,No, ,Parques Urbanos,2076.30465509505,45979.573659438
826,La Serena,"PARQUE ESPEJO DEL SOL
(ALEMANIA)","ISIDORO CAMPAÑA CON AVENIDA ALEMANIA, LAS COMPAÑÍAS",4,41,74065.23391233,MUNICIPAL, , , , ,0,0,GORE, ,MUNICIPAL, ,0,MIXTO,Pozo y Medidor de Agua Potable,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0,Sí,Sí,Sí,No,Sí, ,Sí,Sí,Sí,No, ,Parques Urbanos,1790.40022958702,74065.2339123319
827,La Serena,PARQUE LAMBERT, ,4,41,39720.29498012,MUNICIPAL, , ,Sí, ,2017,0,MINVU, , , ,0,MEDIDOR AGUA POTABLE, ,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0,Sí,No,Sí,Sí,No, ,Sí,Sí,Sí,No, ,Parques Urbanos,2117.80688802876,39720.2949801186
828,La Serena,PASEO AVDA. DE AGUIRRE,ENTRE AV. BALMACEDA Y AVENIDA DEL MAR,4,41,45729.43637429,B.N.U.P, , ,Sí, ,0,0, , ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,No,No, ,No,No,Sí,No, ,Parques Urbanos,4787.40839716632,45729.4363742857
829,La Serena,NN 02, ,4,41,13376.03669267, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1099.87257996332,13376.0366926696
830,La Serena,NN 03, ,4,41,14518.76244373, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1161.57064457064,14518.7624437346
831,La Serena,MALL PLAZA, ,4,41,20265.1827875, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1209.86714989905,20265.1827874978
832,Ovalle,PARQUE ALAMEDA,ARIZTIA S/N,4,43,30313.87978456,FISCAL, , ,Sí, ,0,0,MIXTO, , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1676.18986594098,30313.879784561
833,Ovalle,PARQUE VISTA HERMOSA, ,4,43,46156.77634459, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,2815.03261930949,46156.7763445909
834,Coquimbo,PARQUE FUNDICIÓN, ,4,41,37354.86836727, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,2978.87899297787,37354.8683672747
835,Algarrobo,PLAZA EL CANELO,AV. EL CANELO - CALLE CAIMACO,5,56,28878.94522478, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1488.52232252043,28878.9452247849
836,Isla de Pascua,PARQUE COSTERO HANGA VARE VARE,POLICARPO TORO S/N,5,52,50372.97117379,FISCAL, , ,Sí, ,0,0, , ,MUNICIPAL, ,24000000,CAMION ALJIBE, ,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,Sí, ,Sí,Sí,Sí,Sí, ,Parques Urbanos,2111.19824734744,50372.9711737872
837,Valparaíso,PARQUE QUINTIL,AVENIDA SANTOS OSSA S/N,5,51,67189.8357655,MUNICIPAL, , ,Sí, ,0,0,NO CUENTA CON FINANCIAMIENTO, ,MUNICIPAL, ,0,CAMION ALJIBE, ,Sí,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,No,No,No,No,No, ,No,No,No, , ,Parques Urbanos,1281.44662814499,67189.8357654995
838,Santo Domingo,PARQUE LOS QUILLAYES,AVENIDA TENIENTE CRUZ MARTÍNEZ CON CALLE LOS ESPINOS,5,56,16394.77324462,MUNICIPAL, ,0,Sí, ,2016,350937139,MUNICIPAL, ,MUNICIPAL, ,33636960,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,Sí,Sí,No,TEATRO AL AIRE LIBRE,Sí,No,Sí,Sí, ,Parques Urbanos,905.434480407217,16394.7732446186
839,Los Andes,PARQUE LINEAL AVENIDA ARGENTINA,AVENIDA ARGENTINA ENTRE AVENIDA SANTA TERESA Y CALLE INDEPENDENCIA,5,53,14797.26971001,B.N.U.P, ,No hay registro,Sí, ,0,0,NO CUENTA CON FINANCIAMIENTO, ,MUNICIPAL, ,22000000,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,No,No,No,No,No, ,No,No,No,No, ,Parques Urbanos,1826.51571215225,14797.269710013
840,Panquehue,PARQUE EDUARDO FREI,SECTOR LA PIRCA,5,57,27685.04033094,MUNICIPAL, , ,No,RURAL,1977,0,MIXTO,"gore ,subdere,gobierno central",MUNICIPAL, ,0,MIXTO,canal y pozo,No,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,Sí,Sí,Sí,Sí,No, ,No,No,No,No, ,Parques Urbanos,1828.58713495596,27685.0403309362
841,Putaendo,PARQUE PUENTE CIMBRA,AVENIDA ALEJANDRINA CARVAJAL S/N°,5,57,16999.30477069,B.N.U.P, , , , ,2015,0,MIXTO,MUNICIPAL Y GORE,MUNICIPAL, ,0,CAMION ALJIBE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,No,No, ,No,No,No, ,"SE PROYECTA CONSTRUIR SERVICIOS HIGIÉNICOS, PROYECTO APROBADO FRIL 2017",Parques Urbanos,531.642548417666,16999.3047706888
842,Villa Alemana,PARQUE MARGA MARGA,CALLE LOS PEUMOS SIN NUMERO,5,58,12629.47561308,MUNICIPAL, ,SIN ROL,No,ESTA CATALOGADO DENTRO DE LA ZONA DENOMINADA V3,2016,478977000,GORE, ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,Sí,Sí,No, ,No,No,Sí,Sí, ,Parques Urbanos,982.082461713505,12629.4756130827
843,Viña del Mar,PARQUE RIOJA,QUILLOTA / 3 NORTE,5,51,8220.46373215,MUNICIPAL, ,55-12,No, ,1956,0,OTRO, ,MUNICIPAL, ,29593689,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0,No,No,No,No,No,MUSEO,Sí,Sí,Sí,No, ,Parques Urbanos,553.289663379787,8220.46373214891
844,Viña del Mar,PARQUE CENTRO CULTURAL,AV. LIBERTAD / 3 NORTE,5,51,6451.72501109,MUNICIPAL, ,52-4, , ,1965,0,OTRO, ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,No,No,MUSEO,No,No,Sí,No, ,Parques Urbanos,576.032292621636,6451.72501108515
845,Viña del Mar,PARQUE GRANADILLA,CIRCUNVALACIÓN EL MAQUI / DEL MEMBRILLO,5,51,20164.83797277,B.N.U.P, , ,Sí, ,1995,0,MUNICIPAL, ,MUNICIPAL, ,72593483,CAMION ALJIBE, ,No,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No, ,No,No,No,No, ,Parques Urbanos,2177.70491787697,20164.8379727714
846,Viña del Mar,PARQUE MANUEL GUERRERO,MANUEL GUERRERO / CURIÑANCO / POMPEYA,5,51,5340.62702859,MIXTO,SERVIU / B.N.U.P,2308-8,Sí, ,2010,0,MUNICIPAL, ,MUNICIPAL, ,19226272,CAMION ALJIBE, ,No,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,No,No, ,No,No,No,No, ,Parques Urbanos,625.127621456962,5340.62702859306
847,Viña del Mar,PARQUE EL OLIVAR,AV. TAMARUGAL / CHUNGARA,5,51,15001.58834103,MUNICIPAL, ,2511-574,No,V7,1989,0,MUNICIPAL, ,MUNICIPAL, ,54005695,MIXTO,CAMION ALJIBE / AGUA POTABLE,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,Sí,No,Sí,No, ,No,No,No,No, ,Parques Urbanos,1034.43256995114,15001.5883410336
848,Viña del Mar,JARDINES JERUSALÉN,VARIANTE AGUA SANTA / MAGALLANES,5,51,8036.20179632,B.N.U.P, , ,Sí, ,1991,0,MUNICIPAL, ,MUNICIPAL, ,28930308,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No, ,No,No,No,No, ,Parques Urbanos,627.754681253486,8036.20179631872
849,Viña del Mar,PARQUE LA FAMILIA,VARIANTE AGUA SANTA,5,51,8039.65834413,MUNICIPAL, , ,No, ,2010,324824351,MUNICIPAL, ,MUNICIPAL, ,28942769,MIXTO,CAMION ALJIBE / AGUA POTABLE,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No, ,No,No,No,No, ,Parques Urbanos,1033.59975372954,8039.65834412912
850,Viña del Mar,PARQUE URBANO BORDE COSTERO,AV. JORGE MONTT / AV. BENIDORM - LAS SALINAS,5,51,77255.08027358,MUNICIPAL, , ,Sí, ,2008,0,MIXTO,MUNICIPAL / FNDR,MUNICIPAL, ,278118237,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No,CICLOVÍA / CAFETERÍA / AUDITORIO,Sí,Sí,Sí,Sí, ,Parques Urbanos,3951.10527848559,77255.0802735819
851,Viña del Mar,PARQUE SAUSALITO,AV. JUAN LUIS TREJO,5,51,141864.56191377,MUNICIPAL, , ,Sí, ,1950,0,MUNICIPAL, ,MUNICIPAL, ,77092490,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,No,Sí,BOTES / SKATEPARK,No,No,No,No, ,Parques Urbanos,3654.19145967119,141864.561913772
852,Cabildo,AREA VERDE AV. HUMERES, ,5,54,6133.15558226, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,3631.81548146007,6133.15558226207
853,Hijuelas,JARDIN BOTANICO,MANUEL RODRIGUEZ 2070,5,55,18718.50658014,MUNICIPAL, ,46-26,No,ZONA ZH,2013,160000000,MIXTO,"Municipal,Gore",MUNICIPAL, ,1500000,MIXTO,"Pozo,Agua potable",Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0,No,No,No,No,No,MUSEO,No,Sí,No,No, ,Parques Urbanos,564.93573849318,18718.5065801403
854,Viña del Mar,PARQUE ÁREA VERDE 01 - LOS PELLINES,CALLE LOS PELLINES,5,51,35198.4805617, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,2881.62926720986,35198.4805616964
855,Concón,PARQUE LOS ABEDULES NORTE,LOS ABEDULES CON MAGALLANES,5,51,60446.60235255,MIXTO,EN PROCESO DE SESION A BNUP, ,No,AV,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,3764.20234944895,60446.6023525541
856,San Antonio,BAMDEJÓN ROBERTO PARRA,ROBERTO PARRA,5,56,9835.28209833,B.N.U.P, , , , ,0,0, , ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,Sí,No,No,No,No, ,No,No,No,No, ,Parques Urbanos,1318.05226391583,9835.28209832812
857,Concón,ROCA OCEANICA,AV BORGOÑO S/N,5,51,5382.08913925,PRIVADO,MUNCIPALIDAD DE CONCÓN, ,No,AP AREA PROTEGIDA,0,0, , ,OTRO,Municipalidad Concón,0, , ,No,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,No,No,No,No,No,SANTUARIO,No,No,No,No, ,Parques Urbanos,403.562444414769,5382.08913925432
858,Valparaíso,PARQUE AVENIDA BRASIL,"AVENIDA BRASIL, ENTRE BELLAVISTA Y AV. ARGENTINA",5,51,32698.91042478,B.N.U.P, ,0,Sí, ,1895,0,NO CUENTA CON FINANCIAMIENTO, ,MUNICIPAL, ,0,CAMION ALJIBE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,No,No, ,Sí,No,Sí,No, ,Parques Urbanos,3736.82145642326,32698.9104247848
859,San Felipe,AV. CHACABUCO,ENTRE MAIPU Y AV.YUNGAY,5,57,35590.86755502,B.N.U.P, , ,Sí, ,0,0,NO CUENTA CON FINANCIAMIENTO, ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No, ,No,No,No,No, ,Parques Urbanos,2276.53244863884,35590.8675550168
860,San Felipe,AV. LIBERTADOR BERNARDO OHIGGINS,ENTRE MAIPU Y AV.YUNGAY,5,57,30242.56929948,B.N.U.P, , ,Sí, ,1818,0,NO CUENTA CON FINANCIAMIENTO, ,MUNICIPAL, ,0,MIXTO,Aljibe y MAP,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No, ,No,No,No,No, ,Parques Urbanos,2231.3428823641,30242.5692994809
861,San Felipe,AV. YUNGAY,ENTRE O´HIGGINS Y AV.COSTANERA,5,57,65400.66592678,B.N.U.P, , ,Sí, ,1818,0,NO CUENTA CON FINANCIAMIENTO, ,MUNICIPAL, ,0,MIXTO,Aljibe y MAP,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,Sí,Sí,No,CANCHAS DE TENIS,No,No,No,No, ,Parques Urbanos,4450.32333023864,65400.6659267812
862,Viña del Mar,PARQUE FRANCISCO SOSA,AV. BOSQUES DE MONTEMAR - CALLE FRANCISCO SOSA COUSIÑO,5,51,10057.42310208, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1223.14143021909,10057.4231020844
863,San Felipe,NN 03, ,5,57,8675.91217905, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,659.015161928851,8675.91217904869
864,San Felipe,NN 04, ,5,57,8229.74235352, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,538.015993835381,8229.74235352168
865,Calera,NN 06,IGNACIO CARRERA PINTO CON IQUIQUE,5,55,22133.06131096,B.N.U.P, ,No tiene,Sí, ,0,0, , ,MUNICIPAL, ,0,CAMION ALJIBE, ,No,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,Sí,Sí,No, ,No,No,No,No,SE ENCUENTRA EN PROCESO DE POSTULACIÓN A FNDR,Parques Urbanos,2006.75164878736,22133.0613109613
866,Graneros,PLAZA LAS VICTORIAS,AV. LA COMPAÑIA S/Nº,6,61,16057.99807927,B.N.U.P, , ,Sí, ,0,0, , ,MUNICIPAL, ,0, , , ,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0, , , , , , , , , , , ,Parques Urbanos,1914.34192624858,16057.9980792749
867,Machalí,PARQUE CERRO SAN JUAN,"CALLE MIRAFLORES S/N, ESQUINA SAN JUAN",6,61,200969.88212907,B.N.U.P,ENTRE CANAL RAFAELINO Y CALLE MIRAFLORES DE B.N.,"112-21, 112-36, 122-3, 112-47, 112-51",Sí,POLÍGONO INTERIOR ES ZONA DE EQUIPAMIENTO ZE-3,1900,0,MUNICIPAL, ,MUNICIPAL,"Hay servicios particulares, a coste de sus dueños",116718587,CANAL,RIEGO TENDIDO,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0, , , , , , , , , , ,"AGUA POTABLE, SIN ALCANTARILLADO",Parques Urbanos,5125.358854354,200969.882129073
868,Rancagua,PARQUE AV. EINSTEIN, ,6,61,31179.12824576, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,3208.08153864209,31179.1282457555
869,Rancagua,NN 01,LA ARAUCANA,6,61,15539.8638561, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1509.99966972172,15539.8638561019
870,Rancagua,NN 02,AVDA. BERNARDO O'HIGGINS,6,61,22847.93358442, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,2290.12882636651,22847.9335844185
871,Rancagua,NN 04, ,6,61,6892.32567396, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,696.162220615974,6892.32567396017
872,Rancagua,PLAZA LA MARINA, ,6,61,9123.01108541, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,930.494097729563,9123.01108540515
873,Rancagua,PARQUE LA CRUZ,CAMINO LA CRUZ,6,61,8965.67992115, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,779.736900691767,8965.67992114869
874,Rancagua,NN 04, ,6,61,19765.26459499, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1334.77516104587,19765.264594985
875,Rancagua,NN 04, ,6,61,6637.73864798, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,443.372508200265,6637.73864798223
876,Rancagua,NN 05, ,6,61,29790.71824288, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,2193.63783187581,29790.718242878
877,Rancagua,BANDEJÓN, ,6,61,9947.30953204, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1251.7801237416,9947.30953204349
878,Rancagua,PARQUE AV. BERNARDO O'HIGGINS / BANDEJÓN CENTRAL,ALAMEDA BERNARDO O`HIGGINS S/N,6,61,10671.55396805,B.N.U.P, , ,Sí, ,0,0, , ,MUNICIPAL, ,0,POZO, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0, , , , , , , , , , , ,Parques Urbanos,1573.71364040325,10671.5539680491
879,Rancagua,PARQUE AV. BERNARDO O'HIGGINS / BANDEJÓN CENTRAL,ALAMEDA BERNARDO O`HIGGINS S/N,6,61,57779.71345974,B.N.U.P, , ,Sí, ,0,0, , ,MUNICIPAL, ,0,POZO, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0, , , , , , , , , , , ,Parques Urbanos,4747.87155799758,57779.7134597373
880,Chimbarongo,NN 11, ,6,63,6559.47951969, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,498.973350179447,6559.47951969419
881,Curicó,PLAZA CALLE ESPAÑA, ,7,73,10594.84903847, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,401.149529763507,10594.849038465
